,X,unique.ID,Family,New.Genus,New.Species,TPL.name,Site,Block,Plot,Indiv.ID,Stem.ID,Age.class,Dead.19,Diam.18,date.18,hght.18,hght.19,Abn.18,Load.18,Prev.18,Load.19,Prev.19,note,Diam.19,date.19,Diam,Cut,treatment.perc.cut,date.23,scribe.23,diam.23,dead.23,coi.23,prev.23,canopy.liana.23,stems24.23,stems46.23,stems68.23,stems810.23,stems10pl.23,total.stems.23,notes.23,leaning.23,multistem.23,alt.pom.23,broken.23,retag.no.23,notes.to.rw,remove_rgr,why_remove,timber_spp,pre_liana_presence,post_liana_presence
8776,8729,6930a,Euphorbiaceae,Hancea,penangensis,Hancea penangensis,Site1,Block61,Plot61e,6930,a,adult,,NA,NA,NA,NA,NA,NA,NA,3,1,,13.2,12/07/2019,13.2,1,100,15/08/2023,AJ,15.3,0,0,NA,0,0,NA,NA,NA,NA,0,,0,0,0,0,NA,,0,,0,1,0
8777,8730,6931a,Dipterocarpaceae,Shorea,gibbosa,Shorea gibbosa,Site1,Block61,Plot61e,6931,a,adult,,NA,NA,NA,NA,NA,NA,NA,4,1,,23.2,12/07/2019,23.2,1,100,15/08/2023,AJ,24.4,0,1,NA,4,3,NA,NA,NA,NA,3,,0,0,0,0,NA,,0,,1,1,1
8778,8731,6932a,Burseraceae,Canarium,denticulatum,Canarium denticulatum,Site1,Block61,Plot61e,6932,a,adult,,NA,NA,NA,NA,NA,NA,NA,2,1,,19.9,12/07/2019,19.9,1,100,15/08/2023,AJ,20.1,0,0,NA,0,0,NA,NA,NA,NA,0,,0,0,0,0,NA,,0,,0,1,0
8779,8732,6933a,Euphorbiaceae,Hancea,penangensis,Hancea penangensis,Site1,Block61,Plot61e,6933,a,adult,,NA,NA,NA,NA,NA,NA,NA,2,1,,18.8,12/07/2019,18.8,1,100,15/08/2023,AJ,13.9,0,0,NA,0,0,NA,NA,NA,NA,0,,0,0,0,0,12024,,0,,0,1,0
8780,8733,6934a,,NA,NA,NA,Site1,Block61,Plot61e,6934,a,adult,,NA,NA,NA,NA,NA,NA,NA,1,1,butt,72.9,12/07/2019,72.9,1,100,15/08/2023,AJ,75.1,0,0,NA,0,0,NA,NA,NA,NA,0,PCV,0,0,1,0,NA,,1,alt pom,0,1,0
8781,8734,6935a,,Dipterocarpus,sp,Dipterocarpus sp,Site1,Block61,Plot61e,6935,a,adult,,NA,NA,NA,NA,NA,NA,NA,3,1,,16.8,12/07/2019,16.8,1,100,15/08/2023,AJ,20.3,0,0,NA,0,0,NA,NA,NA,NA,0,,0,0,0,0,12023,,0,,0,1,0
8782,8735,6936a,Dipterocarpaceae,Shorea,gibbosa,Shorea gibbosa,Site1,Block61,Plot61e,6936,a,adult,,NA,NA,NA,NA,NA,NA,NA,3,1,,13.9,12/07/2019,13.9,1,100,15/08/2023,AJ,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"standing dead, termites",0,0,0,0,NA,,0,,1,1,0
8783,8736,6937a,Euphorbiaceae,Hancea,penangensis,Hancea penangensis,Site1,Block61,Plot61e,6937,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,0,,1.59996875,12/07/2019,1.59996875,1,100,15/08/2023,AJ,2.42,0,0,1,4,2,NA,NA,NA,NA,2,,0,0,0,0,NA,,0,,0,0,1
8784,8737,6938a,,Syzygium,sp,Syzygium sp,Site1,Block61,Plot61e,6938,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,1,leaning,4.099987805,12/07/2019,4.099987805,1,100,15/08/2023,AJ,4.14,0,0,1,0,1,NA,NA,NA,NA,1,,1,0,0,0,NA,,0,,0,1,1
8785,8738,6939a,Euphorbiaceae,Koilodepas,longifolium,Koilodepas longifolium,Site1,Block61,Plot61e,6939,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,1,dead,2.39,12/07/2019,2.39,1,100,15/08/2023,AJ,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,broken at POM,0,0,0,1,NA,,0,,0,1,0
8786,8739,693a,Phyllanthaceae,Baccaurea,tetrandra,Baccaurea tetrandra,Site4,Block24,Plot24d,693,a,juvenile,0,2.16,01/10/2018,NA,NA,NA,NA,0,NA,1,,NA,NA,2.16,1,80,10/07/2023,AJ,2.4,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,NA,,0,,0,1,0
8787,8740,6940a,Dipterocarpaceae,Dryobalanops,lanceolata,Dryobalanops lanceolata,Site1,Block61,Plot61e,6940,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,0,,2.319655147,12/07/2019,2.319655147,1,100,15/08/2023,AJ,3.42,0,0,1,1,1,NA,NA,NA,NA,1,,0,0,0,0,NA,,0,,1,0,1
8788,8741,6941a,,Litsea,sp,Litsea sp,Site1,Block61,Plot61e,6941,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,0,broken,2.839982394,12/07/2019,2.839982394,1,100,15/08/2023,AJ,3.63,0,0,1,3,0,NA,NA,NA,NA,0,,0,0,0,0,NA,,0,,0,0,1
8789,8742,6942a,Meliaceae,Aglaia,odoratissima,Aglaia odoratissima,Site1,Block61,Plot61e,6942,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,1,,1.21,12/07/2019,1.21,1,100,15/08/2023,AJ,1.41,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,NA,,0,,0,1,0
8790,8743,6943a,Malvaceae,Pentace,adenophora,Pentace adenophora,Site1,Block61,Plot61e,6943,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,1,,1.18,12/07/2019,1.18,1,100,15/08/2023,AJ,1.28,0,0,1,0,1,NA,NA,NA,NA,1,,0,0,0,0,NA,,0,,0,1,1
8791,8744,6944a,Malvaceae,Pentace,adenophora,Pentace adenophora,Site1,Block61,Plot61e,6944,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,0,leaning,3.649986301,12/07/2019,3.649986301,1,100,15/08/2023,AJ,3.88,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,NA,,0,,0,0,0
8792,8745,6944b,Malvaceae,Pentace,adenophora,Pentace adenophora,Site1,Block61,Plot61e,6944,b,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1.43,12/07/2019,1.43,1,100,15/08/2023,AJ,3.07,0,0,NA,0,NA,NA,NA,NA,NA,NA,,1,1,0,0,NA,,0,,0,0,0
8793,8746,6945a,Annonaceae,Popowia,pisocarpa,Popowia pisocarpa,Site1,Block61,Plot61e,6945,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,0,,1.144901743,12/07/2019,1.144901743,1,100,15/08/2023,AJ,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing,0,0,0,0,NA,,0,,0,0,0
8794,8747,6946a,Rubiaceae,Ixora,blumei,Ixora blumei,Site1,Block61,Plot61e,6946,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,0,,1.788994131,12/07/2019,1.788994131,1,100,15/08/2023,AJ,2.15,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,NA,,0,,0,0,0
8795,8748,6947a,Euphorbiaceae,Koilodepas,longifolium,Koilodepas longifolium,Site1,Block61,Plot61e,6947,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,0,leaning,1.569968153,12/07/2019,1.569968153,1,100,15/08/2023,AJ,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,broken at POM,0,0,0,1,NA,,0,,0,0,0
8796,8749,6948a,Euphorbiaceae,Koilodepas,longifolium,Koilodepas longifolium,Site1,Block61,Plot61e,6948,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,0,,3.274996183,12/07/2019,3.274996183,1,100,15/08/2023,AJ,3.7,0,0,0,0,0,0,0,0,0,0,broken crown,0,0,0,1,NA,,0,,0,0,0
8797,8750,6949a,Annonaceae,Neo-uvaria,acuminatissima,Neo-uvaria acuminatissima,Site1,Block61,Plot61e,6949,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,1,,6.4,12/07/2019,6.4,1,100,15/08/2023,AJ,6.5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,NA,,0,,0,1,0
8798,8751,694a,Meliaceae,Chisocheton,macranthus,Chisocheton macranthus,Site4,Block24,Plot24d,694,a,juvenile,0,2.18,01/10/2018,NA,NA,NA,NA,1,NA,1,,NA,NA,2.18,1,80,10/07/2023,AJ,2.49,0,0,1,1,1,0,0,0,0,1,,0,0,0,0,NA,,0,,0,1,1
8799,8752,6950a,Annonaceae,Neo-uvaria,acuminatissima,Neo-uvaria acuminatissima,Site1,Block61,Plot61e,6950,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,1,,2.109976303,12/07/2019,2.109976303,1,100,15/08/2023,AJ,2.4,0,0,1,2,1,NA,NA,NA,NA,1,,0,0,0,0,NA,,0,,0,1,1
8800,8753,6951a,Dipterocarpaceae,Shorea,gibbosa,Shorea gibbosa,Site1,Block61,Plot61e,6951,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,1,,4.604671541,12/07/2019,4.604671541,1,100,15/08/2023,AJ,5.47,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,NA,,0,,1,1,0
8801,8754,6952a,Meliaceae,Chisocheton,patens,Chisocheton patens,Site1,Block61,Plot61e,6952,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,1,,2.094707617,12/07/2019,2.094707617,1,100,15/08/2023,AJ,2.86,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,NA,,0,,0,1,0
8802,8755,6953a,Achariaceae,Hydnocarpus,borneensis,Hydnocarpus borneensis,Site1,Block61,Plot61e,6953,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,1,,5.868969245,12/07/2019,5.868969245,1,100,15/08/2023,AJ,5.16,0,0,1,3,1,NA,NA,NA,NA,1,,0,0,0,0,NA,,0,,0,1,1
8803,8756,6954a,Phyllanthaceae,Antidesma,neurocarpum,Antidesma neurocarpum,Site1,Block61,Plot61e,6954,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,1,,1.494924747,12/07/2019,1.494924747,1,100,15/08/2023,AJ,1.1,0,0,1,0,1,NA,NA,NA,NA,1,,0,0,0,0,NA,,0,,0,1,1
8804,8757,6955a,Dipterocarpaceae,Shorea,gibbosa,Shorea gibbosa,Site1,Block61,Plot61e,6955,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,1,,3.318779896,12/07/2019,3.318779896,1,100,15/08/2023,AJ,4.15,0,0,1,1,1,NA,NA,NA,NA,1,,0,0,0,0,NA,,0,,1,1,1
8805,8758,6956a,Cornaceae,Alangium,javanicum,Alangium javanicum,Site1,Block61,Plot61e,6956,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,0,,2.059781542,12/07/2019,2.059781542,1,100,15/08/2023,AJ,2.8,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,NA,,0,,0,0,0
8806,8759,6957a,Euphorbiaceae,Mallotus,miquelianus,Mallotus miquelianus,Site1,Block61,Plot61e,6957,a,sappling,,NA,NA,NA,61,NA,NA,NA,NA,0,,8.8,12/07/2019,8.8,1,100,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
8807,8760,6958a,Euphorbiaceae,Mallotus,miquelianus,Mallotus miquelianus,Site1,Block61,Plot61e,6958,a,sappling,,NA,NA,NA,68,NA,NA,NA,NA,0,broken,7.348469228,12/07/2019,7.348469228,1,100,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
8808,8761,6959a,Euphorbiaceae,Mallotus,miquelianus,Mallotus miquelianus,Site1,Block61,Plot61e,6959,a,sappling,,NA,NA,NA,70,NA,NA,NA,NA,0,,9.1,12/07/2019,9.1,1,100,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
8809,8762,695a,Euphorbiaceae,Mallotus,wrayi,Mallotus wrayi,Site4,Block24,Plot24d,695,a,juvenile,0,3.5,01/10/2018,NA,NA,NA,NA,1,NA,1,,NA,NA,3.5,1,80,10/07/2023,AJ,7.6,0,0,0,0,0,0,0,0,0,0,significant growth error in 2019?,0,0,0,0,NA,,0,,0,1,0
8810,8763,6960a,Malvaceae,Pentace,adenophora,Pentace adenophora,Site1,Block61,Plot61e,6960,a,sappling,,NA,NA,NA,138,NA,NA,NA,NA,0,,13.84990975,12/07/2019,13.84990975,1,100,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
8811,8764,6961a,Euphorbiaceae,Mallotus,wrayi,Mallotus wrayi,Site1,Block61,Plot61e,6961,a,sappling,,NA,NA,NA,206,NA,NA,NA,NA,0,,17.94157184,12/07/2019,17.94157184,1,100,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
8812,8765,6962a,Euphorbiaceae,Mallotus,miquelianus,Mallotus miquelianus,Site1,Block61,Plot61e,6962,a,sappling,,NA,NA,NA,138,NA,NA,NA,NA,0,,13.75608956,12/07/2019,13.75608956,1,100,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
8813,8766,6963a,Rubiaceae,Ixora,blumei,Ixora blumei,Site1,Block61,Plot61e,6963,a,sappling,,NA,NA,NA,103,NA,NA,NA,NA,0,,9.4,12/07/2019,9.4,1,100,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
8814,8767,6964a,Meliaceae,Aglaia,odoratissima,Aglaia odoratissima,Site1,Block61,Plot61e,6964,a,sappling,,NA,NA,NA,59,NA,NA,NA,NA,0,,7.645913941,12/07/2019,7.645913941,1,100,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
8815,8768,6965a,Euphorbiaceae,Mallotus,miquelianus,Mallotus miquelianus,Site1,Block61,Plot61e,6965,a,sappling,,NA,NA,NA,76,NA,NA,NA,NA,0,,6.949820142,12/07/2019,6.949820142,1,100,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
8816,8769,6966a,Euphorbiaceae,Mallotus,miquelianus,Mallotus miquelianus,Site1,Block61,Plot61e,6966,a,sappling,,NA,NA,NA,104,NA,NA,NA,NA,0,,9.3978721,12/07/2019,9.3978721,1,100,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
8817,8770,6967a,Euphorbiaceae,Mallotus,miquelianus,Mallotus miquelianus,Site1,Block61,Plot61e,6967,a,sappling,,NA,NA,NA,166,NA,NA,NA,NA,0,,19.790907,12/07/2019,19.790907,1,100,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
8818,8771,6968a,Euphorbiaceae,Mallotus,miquelianus,Mallotus miquelianus,Site1,Block61,Plot61e,6968,a,sappling,,NA,NA,NA,123,NA,NA,NA,NA,0,,16.19876539,12/07/2019,16.19876539,1,100,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
8819,8772,6969a,Achariaceae,Hydnocarpus,borneensis,Hydnocarpus borneensis,Site1,Block61,Plot61e,6969,a,sappling,,NA,NA,NA,32,NA,NA,NA,NA,0,,6.845436436,12/07/2019,6.845436436,1,100,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
8820,8773,696a,,Magnolia,sp,Magnolia sp,Site4,Block24,Plot24d,696,a,juvenile,0,1.46,01/10/2018,NA,NA,NA,NA,0,NA,0,,NA,NA,1.46,1,80,10/07/2023,AJ,1.57,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,NA,,0,,0,0,0
8821,8774,6970a,,NA,NA,NA,Site1,Block61,Plot61e,6970,a,sappling,,NA,NA,NA,24,NA,NA,NA,NA,0,,2.144761059,12/07/2019,2.144761059,1,100,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
8822,8775,6971a,Euphorbiaceae,Mallotus,miquelianus,Mallotus miquelianus,Site1,Block61,Plot61e,6971,a,sappling,,NA,NA,NA,38,NA,NA,NA,NA,0,,6.249799997,12/07/2019,6.249799997,1,100,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
8823,8776,6972a,Myristicaceae,Knema,laurina,Knema laurina,Site1,Block57,Plot57c,6972,a,adult,,NA,NA,NA,NA,NA,NA,NA,4,1,broken,12,12/07/2019,12,1,80,17/08/2023,AJ,12.2,0,3,NA,10,4,NA,NA,NA,NA,4,,0,0,0,0,NA,,0,,0,1,1
8824,8777,6973a,Dipterocarpaceae,Shorea,parvistipulata,Shorea parvistipulata,Site1,Block57,Plot57c,6973,a,adult,,NA,NA,NA,NA,NA,NA,NA,4,1,,13.7,12/07/2019,13.7,1,80,17/08/2023,AJ,18,0,2,NA,10,2,NA,NA,NA,NA,2,,0,0,0,0,12073,,0,,1,1,1
8825,8778,6974a,,NA,NA,NA,Site1,Block57,Plot57c,6974,a,adult,,NA,NA,NA,NA,NA,NA,NA,4,1,,11.7,12/07/2019,11.7,1,80,17/08/2023,AJ,14.9,0,1,NA,1,0,NA,NA,NA,NA,0,,0,0,0,0,NA,,0,,0,1,1
8826,8779,6975a,Phyllanthaceae,Baccaurea,tetrandra,Baccaurea tetrandra,Site1,Block57,Plot57c,6975,a,adult,,NA,NA,NA,NA,NA,NA,NA,2,1,,13,12/07/2019,13,1,80,17/08/2023,AJ,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing,0,0,0,0,NA,,0,,0,1,0
8827,8780,6976a,Myristicaceae,Knema,laurina,Knema laurina,Site1,Block57,Plot57c,6976,a,adult,,NA,NA,NA,NA,NA,NA,NA,4,1,,11.9,12/07/2019,11.9,1,80,17/08/2023,AJ,16.1,0,0,NA,0,2,NA,NA,NA,NA,2,,0,0,0,0,NA,,0,,0,1,1
8828,8781,6977a,Dipterocarpaceae,Shorea,parvistipulata,Shorea parvistipulata,Site1,Block57,Plot57c,6977,a,adult,,NA,NA,NA,NA,NA,NA,NA,1,1,butt/est,65,12/07/2019,65,1,80,17/08/2023,AJ,75,0,0,NA,0,2,NA,NA,NA,NA,2,,0,0,0,0,NA,,1,estimated dbh,1,1,1
8829,8782,6978a,Myristicaceae,Knema,laurina,Knema laurina,Site1,Block57,Plot57c,6978,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,0,bent,4.947413466,12/07/2019,4.947413466,1,80,17/08/2023,AJ,6.4,0,0,1,0,1,NA,NA,NA,NA,1,,0,0,0,0,12075,,0,,0,0,1
8830,8783,6979a,Euphorbiaceae,Koilodepas,longifolium,Koilodepas longifolium,Site1,Block57,Plot57c,6979,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,1,\bent,1.024987805,12/07/2019,1.024987805,1,80,17/08/2023,AJ,1.12,0,0,0,0,0,0,0,0,0,0,bent,0,0,0,0,NA,,0,,0,1,0
8831,8784,697a,,Antidesma,sp,Antidesma sp,Site4,Block24,Plot24d,697,a,juvenile,0,3.29,01/10/2018,NA,NA,NA,NA,0,NA,1,,NA,NA,3.29,1,80,10/07/2023,AJ,4.81,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,NA,,0,,0,1,0
8832,8785,6980a,Meliaceae,Lansium,parasiticum,Lansium parasiticum,Site1,Block57,Plot57c,6980,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,0,,1.594929466,12/07/2019,1.594929466,1,80,17/08/2023,AJ,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing,0,0,0,0,NA,,0,,0,0,0
8833,8786,6981a,Achariaceae,Hydnocarpus,borneensis,Hydnocarpus borneensis,Site1,Block57,Plot57c,6981,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,1,bent,1.778201338,12/07/2019,1.778201338,1,80,17/08/2023,AJ,2.45,0,0,1,4,0,NA,NA,NA,NA,0,,0,0,0,0,NA,,0,,0,1,1
8834,8787,6982a,Meliaceae,Aglaia,odoratissima,Aglaia odoratissima,Site1,Block57,Plot57c,6982,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,1,bent,1.539967532,12/07/2019,1.539967532,1,80,17/08/2023,AJ,1.79,0,0,1,4,1,NA,NA,NA,NA,1,,1,0,0,0,NA,,0,,0,1,1
8835,8788,6983a,Phyllanthaceae,Baccaurea,tetrandra,Baccaurea tetrandra,Site1,Block57,Plot57c,6983,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,1,bent,1.493586288,12/07/2019,1.493586288,1,80,17/08/2023,AJ,2.7,0,0,1,2,1,NA,NA,NA,NA,1,no longer bent,0,0,0,0,NA,,0,,0,1,1
8836,8789,6984a,Cannabaceae,Ziziphus,angustifolia,Ziziphus angustifolia,Site1,Block57,Plot57c,6984,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,1,,2.51,12/07/2019,2.51,1,80,17/08/2023,AJ,4.23,0,0,1,10,0,0,0,0,0,0,,0,0,0,0,NA,,0,,0,1,1
8837,8790,6985a,Meliaceae,Chisocheton,patens,Chisocheton patens,Site1,Block57,Plot57c,6985,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,1,leaning,4.761407355,12/07/2019,4.761407355,1,80,17/08/2023,AJ,6.1,0,0,1,10,1,0,0,0,0,1,,1,0,0,0,12076,,0,,0,1,1
8838,8791,6986a,Euphorbiaceae,Dimorphocalyx,muricatus,Dimorphocalyx muricatus,Site1,Block57,Plot57c,6986,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,1,,1.534991857,12/07/2019,1.534991857,1,80,17/08/2023,AJ,1.91,0,0,1,1,0,NA,NA,NA,NA,0,,0,0,0,0,NA,,0,,0,1,1
8839,8792,6987a,Euphorbiaceae,Mallotus,miquelianus,Mallotus miquelianus,Site1,Block57,Plot57c,6987,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,1,bent,1.504792344,12/07/2019,1.504792344,1,80,17/08/2023,AJ,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,broken at POM but alive,0,0,0,1,NA,,0,,0,1,0
8840,8793,6988a,Euphorbiaceae,Dimorphocalyx,muricatus,Dimorphocalyx muricatus,Site1,Block57,Plot57c,6988,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,1,,1.948845812,12/07/2019,1.948845812,1,80,17/08/2023,AJ,1.74,0,0,1,10,10,0,0,0,0,10,,0,1,0,0,12077,,0,,0,1,1
8841,8794,6989a,Leguminosae,Fordia,brachybotrys,Fordia brachybotrys,Site1,Block57,Plot57c,6989,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,1,,1.16498927,12/07/2019,1.16498927,1,80,17/08/2023,AJ,1.35,0,0,0,0,0,0,0,0,0,0,broken crown,0,0,0,1,NA,,0,,0,1,0
8842,8795,698a,,Antidesma,sp,Antidesma sp,Site4,Block24,Plot24d,698,a,juvenile,0,1.34,01/10/2018,NA,NA,NA,NA,1,NA,1,,NA,NA,1.34,1,80,10/07/2023,AJ,2.25,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,NA,,0,,0,1,0
8843,8796,6990a,Euphorbiaceae,Koilodepas,longifolium,Koilodepas longifolium,Site1,Block57,Plot57c,6990,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,1,,1.639969512,12/07/2019,1.639969512,1,80,17/08/2023,AJ,1.7,0,0,1,1,0,NA,NA,NA,NA,0,,0,0,0,0,NA,,0,,0,1,1
8844,8797,6991a,Euphorbiaceae,Mallotus,miquelianus,Mallotus miquelianus,Site1,Block57,Plot57c,6991,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,1,,2.329806859,12/07/2019,2.329806859,1,80,17/08/2023,AJ,2.59,0,0,0,0,0,0,0,0,0,0,broken top,1,0,0,1,NA,,0,,0,1,0
8845,8798,6992a,Euphorbiaceae,Koilodepas,longifolium,Koilodepas longifolium,Site1,Block57,Plot57c,6992,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,1,,1.694638605,12/07/2019,1.694638605,1,80,17/08/2023,AJ,1.8,0,0,1,1,0,NA,NA,NA,NA,0,,1,0,0,0,12078,,0,,0,1,1
8846,8799,6993a,Euphorbiaceae,Mallotus,miquelianus,Mallotus miquelianus,Site1,Block57,Plot57c,6993,a,sappling,,NA,NA,NA,150,NA,NA,NA,NA,0,,16.19876539,12/07/2019,16.19876539,1,80,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
8847,8800,6994a,Euphorbiaceae,Mallotus,miquelianus,Mallotus miquelianus,Site1,Block57,Plot57c,6994,a,sappling,,NA,NA,NA,129,NA,NA,NA,NA,0,leaning,20.39901958,12/07/2019,20.39901958,1,80,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
8848,8801,6995a,Rutaceae,Monanthocitrus,oblanceolata,Monanthocitrus oblanceolata,Site1,Block57,Plot57c,6995,a,sappling,,NA,NA,NA,160,NA,NA,NA,NA,0,,13.99857136,12/07/2019,13.99857136,1,80,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
8849,8802,6996a,Ebenaceae,Diospyros,frutescens,Diospyros frutescens,Site1,Block57,Plot57c,6996,a,sappling,,NA,NA,NA,116,NA,NA,NA,NA,0,,21.5,12/07/2019,21.5,1,80,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
8850,8803,6997a,Euphorbiaceae,Mallotus,miquelianus,Mallotus miquelianus,Site1,Block57,Plot57c,6997,a,sappling,,NA,NA,NA,103,NA,NA,NA,NA,0,,16.04992212,12/07/2019,16.04992212,1,80,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
8851,8804,6998a,Euphorbiaceae,Mallotus,miquelianus,Mallotus miquelianus,Site1,Block57,Plot57c,6998,a,sappling,,NA,NA,NA,177,NA,NA,NA,NA,0,,17.89972067,12/07/2019,17.89972067,1,80,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
8852,8805,6999a,Euphorbiaceae,Mallotus,miquelianus,Mallotus miquelianus,Site1,Block57,Plot57c,6999,a,sappling,,NA,NA,NA,134,NA,NA,NA,NA,0,,10.34891299,12/07/2019,10.34891299,1,80,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
